               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 186,            0.012801,           0.0065555,           0.0010585,                   0,                   0,                   0,                   0,                   0,           0.0077052,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.011605,           0.0062367,          0.00096059,                   0,                   0,                   0,                   0,                   0,           0.0076127,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.013264,           0.0069281,           0.0013751,                   0,                   0,                   0,                   0,                   0,           0.0076606,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.012833,           0.0064331,           0.0012718,                   0,                   0,                   0,                   0,                   0,             0.00789,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.012685,            0.006885,           0.0013624,                   0,                   0,                   0,                   0,                   0,           0.0074185,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.01258,            0.006278,           0.0014671,                   0,                   0,                   0,                   0,                   0,           0.0073201,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.013268,           0.0070258,           0.0018302,                   0,                   0,                   0,                   0,                   0,           0.0075509,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.012565,           0.0069923,           0.0017586,                   0,                   0,                   0,                   0,                   0,           0.0077085,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.013031,           0.0065649,           0.0013031,                   0,                   0,                   0,                   0,                   0,           0.0076692,                   0,            0.003631,            0.003631,            0.003631
                 195,             0.01272,           0.0063289,           0.0015044,                   0,                   0,                   0,                   0,                   0,            0.007658,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.011934,           0.0062644,            0.001615,                   0,                   0,                   0,                   0,                   0,           0.0074728,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.012211,           0.0064838,           0.0013098,                   0,                   0,                   0,                   0,                   0,           0.0074179,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.011866,           0.0063263,           0.0013607,                   0,                   0,                   0,                   0,                   0,           0.0073586,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.012836,           0.0065712,           0.0012293,                   0,                   0,                   0,                   0,                   0,           0.0072449,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.013203,           0.0063789,           0.0011027,                   0,                   0,                   0,                   0,                   0,           0.0069224,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.011599,           0.0063387,          0.00081039,                   0,                   0,                   0,                   0,                   0,           0.0067815,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.012522,           0.0064624,          0.00097035,                   0,                   0,                   0,                   0,                   0,           0.0071419,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.012216,           0.0065159,           0.0012619,                   0,                   0,                   0,                   0,                   0,           0.0073266,                   0,            0.003334,            0.003334,            0.003334
                 204,             0.01244,           0.0064668,           0.0010124,                   0,                   0,                   0,                   0,                   0,            0.007214,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.011677,           0.0063736,          0.00092211,                   0,                   0,                   0,                   0,                   0,              0.0073,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.012578,           0.0067231,           0.0012161,                   0,                   0,                   0,                   0,                   0,           0.0073821,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.012306,           0.0061169,           0.0010782,                   0,                   0,                   0,                   0,                   0,           0.0075331,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.012651,            0.006334,          0.00093907,                   0,                   0,                   0,                   0,                   0,            0.007698,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.011594,           0.0062539,           0.0011453,                   0,                   0,                   0,                   0,                   0,           0.0076505,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.011938,           0.0062741,           0.0012848,                   0,                   0,                   0,                   0,                   0,           0.0073687,                   0,            0.003103,            0.003103,            0.003103
                 211,             0.01152,           0.0063413,           0.0013372,                   0,                   0,                   0,                   0,                   0,           0.0075477,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.012292,           0.0065771,           0.0014485,                   0,                   0,                   0,                   0,                   0,           0.0076633,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.011464,           0.0059639,           0.0011532,                   0,                   0,                   0,                   0,                   0,           0.0082683,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.012556,           0.0063744,           0.0015593,                   0,                   0,                   0,                   0,                   0,           0.0087663,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.012238,           0.0066087,           0.0014277,                   0,                   0,                   0,                   0,                   0,           0.0087187,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.012256,           0.0066204,           0.0014881,                   0,                   0,                   0,                   0,                   0,           0.0083583,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.010501,           0.0062847,           0.0015761,                   0,                   0,                   0,                   0,                   0,           0.0079491,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.011196,            0.006599,           0.0021166,                   0,                   0,                   0,                   0,                   0,           0.0077807,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.011834,           0.0060895,           0.0018375,                   0,                   0,                   0,                   0,                   0,           0.0077273,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.011359,           0.0061859,           0.0011251,                   0,                   0,                   0,                   0,                   0,           0.0076617,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.010846,           0.0060503,           0.0013386,                   0,                   0,                   0,                   0,                   0,           0.0077769,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.011619,           0.0063238,           0.0011957,                   0,                   0,                   0,                   0,                   0,           0.0079162,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.011407,           0.0062725,           0.0010742,                   0,                   0,                   0,                   0,                   0,           0.0077921,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.011514,           0.0063532,          0.00093397,                   0,                   0,                   0,                   0,                   0,           0.0076123,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.011338,           0.0063559,           0.0013558,                   0,                   0,                   0,                   0,                   0,           0.0076059,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.010927,           0.0061475,          0.00083138,                   0,                   0,                   0,                   0,                   0,           0.0078288,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.011712,           0.0061273,           0.0015698,                   0,                   0,                   0,                   0,                   0,           0.0080383,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.011122,            0.005993,          0.00097357,                   0,                   0,                   0,                   0,                   0,           0.0081826,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.011303,           0.0061804,          0.00097047,                   0,                   0,                   0,                   0,                   0,           0.0082629,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.011684,           0.0062464,           0.0013773,                   0,                   0,                   0,                   0,                   0,           0.0084141,                   0,            0.002443,            0.002443,            0.002443
                 231,              0.0112,           0.0064281,            0.001064,                   0,                   0,                   0,                   0,                   0,           0.0082535,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.010818,            0.005635,          0.00088606,                   0,                   0,                   0,                   0,                   0,           0.0083804,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.012197,           0.0067074,           0.0010208,                   0,                   0,                   0,                   0,                   0,           0.0082728,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.011179,           0.0060397,           0.0010373,                   0,                   0,                   0,                   0,                   0,           0.0080262,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.010649,           0.0060143,           0.0009623,                   0,                   0,                   0,                   0,                   0,           0.0079927,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.010441,           0.0062671,          0.00082853,                   0,                   0,                   0,                   0,                   0,           0.0077935,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.010779,           0.0057288,          0.00086254,                   0,                   0,                   0,                   0,                   0,           0.0080275,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.010874,           0.0060386,          0.00065238,                   0,                   0,                   0,                   0,                   0,            0.008472,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.010935,           0.0062805,          0.00069512,                   0,                   0,                   0,                   0,                   0,           0.0084196,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.010799,           0.0060516,           0.0014051,                   0,                   0,                   0,                   0,                   0,           0.0082342,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.010813,           0.0062911,          0.00097164,                   0,                   0,                   0,                   0,                   0,           0.0082084,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.011227,           0.0062995,           0.0016881,                   0,                   0,                   0,                   0,                   0,           0.0083042,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.010764,           0.0062116,           0.0012514,                   0,                   0,                   0,                   0,                   0,            0.008568,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.010486,           0.0061582,          0.00099819,                   0,                   0,                   0,                   0,                   0,           0.0084982,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.010962,           0.0061528,          0.00083318,                   0,                   0,                   0,                   0,                   0,           0.0085967,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.010419,           0.0059826,           0.0010892,                   0,                   0,                   0,                   0,                   0,           0.0087093,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.010988,           0.0061439,          0.00075568,                   0,                   0,                   0,                   0,                   0,           0.0084779,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.010249,           0.0060912,           0.0008717,                   0,                   0,                   0,                   0,                   0,           0.0084903,                   0,            0.001849,            0.001849,            0.001849
                 249,             0.01131,           0.0059306,          0.00071302,                   0,                   0,                   0,                   0,                   0,           0.0085101,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.010853,           0.0062247,           0.0012083,                   0,                   0,                   0,                   0,                   0,            0.008295,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.010441,           0.0059214,          0.00079325,                   0,                   0,                   0,                   0,                   0,           0.0080452,                   0,             0.00175,             0.00175,             0.00175
                 252,             0.01068,           0.0061188,          0.00057872,                   0,                   0,                   0,                   0,                   0,           0.0081179,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.010714,           0.0061678,          0.00094221,                   0,                   0,                   0,                   0,                   0,            0.008458,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.011164,           0.0063012,          0.00053102,                   0,                   0,                   0,                   0,                   0,           0.0085137,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0099818,           0.0058678,           0.0010534,                   0,                   0,                   0,                   0,                   0,            0.008381,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.010579,            0.006141,          0.00061456,                   0,                   0,                   0,                   0,                   0,           0.0082336,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0097438,           0.0055593,          0.00058819,                   0,                   0,                   0,                   0,                   0,           0.0082113,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0099167,           0.0056431,          0.00051948,                   0,                   0,                   0,                   0,                   0,           0.0082139,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.010589,           0.0060749,          0.00062222,                   0,                   0,                   0,                   0,                   0,           0.0083206,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.010216,           0.0057754,          0.00076562,                   0,                   0,                   0,                   0,                   0,            0.008546,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.010801,           0.0061394,          0.00071049,                   0,                   0,                   0,                   0,                   0,           0.0086174,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.010335,           0.0060432,          0.00089583,                   0,                   0,                   0,                   0,                   0,           0.0087382,                   0,            0.001387,            0.001387,            0.001387
                 263,             0.01036,           0.0062216,           0.0011133,                   0,                   0,                   0,                   0,                   0,           0.0088484,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.010144,           0.0061747,          0.00071888,                   0,                   0,                   0,                   0,                   0,           0.0088348,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.010605,           0.0061628,           0.0010245,                   0,                   0,                   0,                   0,                   0,           0.0089499,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0098697,           0.0057941,          0.00083829,                   0,                   0,                   0,                   0,                   0,           0.0089966,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.010139,           0.0058175,           0.0006354,                   0,                   0,                   0,                   0,                   0,           0.0089698,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.010072,           0.0061738,           0.0010634,                   0,                   0,                   0,                   0,                   0,            0.008973,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.010063,           0.0058627,          0.00091513,                   0,                   0,                   0,                   0,                   0,           0.0087959,                   0,            0.001156,            0.001156,            0.001156
                 270,              0.0112,           0.0059454,           0.0013923,                   0,                   0,                   0,                   0,                   0,           0.0086959,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.010012,           0.0058206,          0.00053279,                   0,                   0,                   0,                   0,                   0,           0.0087978,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.010204,           0.0061408,          0.00083979,                   0,                   0,                   0,                   0,                   0,            0.008712,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0096969,           0.0059551,          0.00070559,                   0,                   0,                   0,                   0,                   0,           0.0085528,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.010216,           0.0060158,          0.00089738,                   0,                   0,                   0,                   0,                   0,           0.0084109,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0091948,           0.0058045,          0.00035008,                   0,                   0,                   0,                   0,                   0,           0.0083529,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.010085,           0.0060947,          0.00069448,                   0,                   0,                   0,                   0,                   0,           0.0083496,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.010429,           0.0059512,          0.00050567,                   0,                   0,                   0,                   0,                   0,           0.0084797,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0096867,           0.0057211,          0.00083613,                   0,                   0,                   0,                   0,                   0,           0.0083762,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0098951,           0.0054705,          0.00050059,                   0,                   0,                   0,                   0,                   0,           0.0082914,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0099779,           0.0055516,          0.00047246,                   0,                   0,                   0,                   0,                   0,            0.008304,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0094319,           0.0055227,          0.00046168,                   0,                   0,                   0,                   0,                   0,            0.008505,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0096515,           0.0056363,           0.0010727,                   0,                   0,                   0,                   0,                   0,           0.0083643,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.010099,           0.0059412,            0.001235,                   0,                   0,                   0,                   0,                   0,           0.0085581,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0093276,            0.005769,          0.00041117,                   0,                   0,                   0,                   0,                   0,           0.0086191,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0094116,           0.0058317,           0.0010451,                   0,                   0,                   0,                   0,                   0,           0.0086962,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0096867,            0.005799,          0.00072289,                   0,                   0,                   0,                   0,                   0,           0.0085744,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0097224,           0.0059292,          0.00046281,                   0,                   0,                   0,                   0,                   0,           0.0086794,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0094161,           0.0059203,          0.00061973,                   0,                   0,                   0,                   0,                   0,           0.0086963,                   0,            0.000529,            0.000529,            0.000529
                 289,             0.01005,           0.0058287,           0.0011021,                   0,                   0,                   0,                   0,                   0,           0.0086847,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0095512,           0.0060059,           0.0007659,                   0,                   0,                   0,                   0,                   0,           0.0086717,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0098712,           0.0058278,          0.00053903,                   0,                   0,                   0,                   0,                   0,           0.0087318,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0094056,           0.0057579,          0.00081657,                   0,                   0,                   0,                   0,                   0,           0.0087399,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0099475,           0.0057771,          0.00054691,                   0,                   0,                   0,                   0,                   0,           0.0085731,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0094423,           0.0055293,          0.00091468,                   0,                   0,                   0,                   0,                   0,           0.0085429,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0097452,           0.0059789,          0.00060196,                   0,                   0,                   0,                   0,                   0,           0.0085634,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.010044,           0.0062961,          0.00067933,                   0,                   0,                   0,                   0,                   0,           0.0085858,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0091657,           0.0056739,          0.00068412,                   0,                   0,                   0,                   0,                   0,            0.008537,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.009127,           0.0058179,           0.0005443,                   0,                   0,                   0,                   0,                   0,           0.0085386,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0096934,           0.0057561,          0.00069472,                   0,                   0,                   0,                   0,                   0,           0.0085332,                   0,            0.000166,            0.000166,            0.000166
